name,description,link_url,image_url
Horizontal Mini LED Step Light,3W LED step/wall lights are available in a horizontal configuration for mounting into a Junction box. For poured concrete and masonry installations.For indoor and protected outdoor use.,https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LEDWallLight/HorizontalMiniLEDStepLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Security Light,"LED Security Light is the ideal for entrance ways, stairways, and storage area. Integral Photocell is preinstalled for more efficient operation and energy savings.Available in 120V only.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LEDWallLight/LEDSecurityLight.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Villa LED Wall Light,"The surface mounted VILLA led wall light combines galvanized steel with durable powder coat paint in architectural grille style and milky polycarbonate lens. The VILLA led wall light is sealed with a silicone gasket and enables soft light distribution. It is designed for exterior wall mount applications such as Villa, courtyard garden, and public squares.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LEDWallLight/VILLALEDWALLLIGHT.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Briwall LED Wall Pack,"The Briwall led wall pack series is constructed from durable die-cast aluminum. Full cut-off design. Lumen ranges from 1800lm to 8000lm. Long-lasting, low maintenance, energy efficient replacements for Metal Halide and High Pressure Sodium lamp sources. Designed for commercial and industrial wall applications.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/BriwallLEDWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
AKT LED Wall Pack,"The AKT LED wall pack features cutoff distribution, die-cast aluminum housing with integrated heat sink for superior heat dissipation , and options for Emergency back-up, photocontrol, and sensor. Lumen ranges from 1500lm to 13800lm make this an ideal option for landscape, wall/ surface, low level pathway, apartment buildings, schools, and multi-use facilities.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/AKTLEDWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
V-Line Wall Pack,"LED V-line Wall pack are designed with a high quality die cast housing. Durable chip and fade resistant powder coat finish. Efficient design separates the driver from the LED to minimize heat, air cooling design of aerodynamic and modern appearance. Adjustable head for precise aiming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/VLineWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
White V-Line Wall Pack,"LED V-line Wall pack are designed with a high quality die cast housing. Durable chip and fade resistant powder coat finish. Efficient design separates the driver from the LED to minimize heat, air cooling design of aerodynamic and modern appearance. Adjustable head for precise aiming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/WhiteV-LineWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
V-Line Wall Pack With Photocell,"LED V-line Wall pack are designed with a high quality die cast housing. Durable chip and fade resistant powder coat finish. Efficient design separates the driver from the LED to minimize heat, air cooling design of aerodynamic and modern appearance. Adjustable head for precise aiming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/V-LineWallPackWithPhotocell.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
V-Line Wall Pack With Wattstopper Motion Sensor,"LED V-line Wall pack are designed with a high quality die cast housing. Durable chip and fade resistant powder coat finish. Efficient design separates the driver from the LED to minimize heat, air cooling design of aerodynamic and modern appearance. Adjustable head for precise aiming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/V-LineWallPackWithMotionSensor.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
V-Line Wall Pack With EBU,"LED V-line Wall pack are designed with a high quality die cast housing. Durable chip and fade resistant powder coat finish. Efficient design separates the driver from the LED to minimize heat, air cooling design of aerodynamic and modern appearance. Adjustable head for precise aiming.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/V-LineWallPackWithEBU.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Leopard Series Mini Wall Pack,"The leopard series is designed to replace 70-150W MH luminaires while saving up to 88% in energy costs. The leopard series can be customized for virtually any flood light or a wall pack in your lighting application. This series is ideal for outdoor applications such as building perimeters, loading areas, sign and building flood lighting, or above a door as a security light.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/LeopardSeriesMiniWallPack-copy.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
PUS Selectable Classic LED Wall Pack (US MARKET ONLY),"The PUS Selectable Classic LED Wall Pack offers a traditional appearance and is powered by advanced LEDs, featured by wattage and CCT selectable. The Selectable Classic LED Wall Pack is powerful yet energy efficient, with lumen output from 7800lm to 15,600lm, capable of replacing a 400W metal halide luminaire easily. The Selectable Classic LED Wall Pack not only is suitable for entryway / pathway lighting with 8’–15’ mounting heights but also suitable for area / perimeter lighting up to 25’ mounting heights.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/PUSSelectableClassicLEDWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
JWP Selectable Classic LED Wall Pack,"The JWP Selectable Classic LED Wall Pack offers a traditional appearance and is powered by advanced LEDs, featured by wattage and CCT selectable. The Selectable Classic LED Wall Pack is powerful yet energy efficient, with lumen output from 5600lm to 16,800lm, capable of replacing a 400W metal halide luminaire easily. The Selectable Classic LED Wall Pack not only is suitable for entryway / pathway lighting with 8’–15’ mounting heights but also suitable for area / perimeter lighting up to 25’ mounting heights.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/JWPSelectableClassicLEDWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Selectable Classic LED Wall Pack,"The Selectable Classic LED Wall Pack offers a traditional appearance and is powered by advanced LEDs, featured by wattage and CCT selectable. The Selectable Classic LED Wall Pack is powerful yet energy efficient, with lumen output from 4000lm to 14,000lm, capable of replacing a 400W metal halide luminaire easily. The Selectable Classic LED Wall Pack not only is suitable for entryway /pathway lighting with 8'-15'mounting heights but also suitable for area / perimeter lighting up to 25' mounting heights.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/SELECTABLECLASSICLEDWALLPACK.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Selectable Slim Wall Pack,"The selectable & adjustable architectural Slim Wall Packs, featured by wattage and CCT selectable. Injection die-cast aluminium housing. Tempered glass lens. Installation made simple and easy with a hinged junction box. Ideal for landscape, wall/surface, low level pathway, apartment buildings, schools, multi-use facilities.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/SelectableSlimWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Selectable Slim Wall Pack With Sensor,"The selectable & adjustable architectural Slim Wall Packs, featured by wattage and CCT selectable. Injection die-cast aluminium housing. Tempered glass lens. Installation made simple and easy with a hinged junction box. Ideal for landscape, wall/surface, low level pathway, apartment buildings, schools, multi-use facilities.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/SelectableSlimWallPackWithSensor.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Slim Wall Pack (CANADA MARKET ONLY),"Wall Packs are designed and engineered as maintenance free, energyefficient alternatives to traditional fluorescent, high/ low pressure sodium, metal halide, induction, and other types of lighting fixtures.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/LEDSlimWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Low Wattage Slim Wall Pack (CANADA MARKET ONLY),"LED Wall Packs are designed and engineered as maintenance free, energy-efficient alternatives to traditional fluorescent, high &low pressure sodium, metal halide, induction, and other types of light sources.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/LEDLowWattageSlimWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
SMT Wall Mount,"The SMT LED series distills the benefits of the latest in LED technology into a high performance, high efficacy,long-life luminaire. The outstanding photometric performance results in sites with excellent uniformity, greater pole spacing and lower power density. It is a better alternative for traditional street and area lighting with quick payback and improved performance. It is widely be used for Roadway, parking lots, walkways and general area spaces.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/SMTWallMount.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Traditional Standard Wall Pack,"Standard LED Wall Packs with new optics increase light output and efficacy to reduce shadows and create safe, brightly-lit outdoor environments in parking garages, entrances, public areas, schools, hospitals, hotels, and outdoor walkways nationwide.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/LEDStandardWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Selectable Dark Sky Wall Pack,"The Selectable dark sky wall pack features cutoff distribution in traditional appearance. Die-cast aluminum housing with integrated heat sink for superior heat dissipation , and options for Emergency back-up, photocontrol, and sensor. It is an ideal option for landscape, wall/ surface, low level pathway, apartment buildings, schools, and multi-use facilities.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/SelectableDarkSkyWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
Dark Sky Wall Pack,"LED Wall Packs are designed and engineered as maintenance free, energy-efficient alternatives to traditional fluorescent,high &low pressure sodium, metal halide, induction, and other types of light sources.",https://www.abovealllighting.com/product/LED-OUT-DOOR-FIXTURES/LED-WALL-PACK/DarkSkyWallPack.html,https://www.abovealllighting.com/Uploads/202301/MPT500x500.png
