name,description,link_url,image_url,manufacturer_id
29.5″W Lindsay 6 LT Chandelier | 139594,no description available.,https://2ndave.com/product/29-5w-lindsay-6-lt-chandelier-139594/,https://2ndave.com/wp-content/uploads/2022/12/139594.jpg,1261
30″ Square Madeline Pendant | 164100,"Expert craftsmanship and a distinctive elegance come to light with a stunning classic lantern design that entices all to see. The exquisite Rainstone Idalight lantern, designed with a ten light candelabra, is enhanced with a frame, hardware and scrolled accents finished in Timeless Bronze. The fixture is custom crafted in the USA. Custom styles, designs, colors and dimmable energy efficient lamping options are available. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-square-madeline-pendant-164100/,https://2ndave.com/wp-content/uploads/2022/12/164100.jpg,1261
30″ Square Madeline Pendant | 179164,"This stunning classic lantern design comes to light with expert craftsmanship and distinctive elegance. The exquisite Clear Seeded Glass lantern reveals 10 complementary faux candlelights. The pendant is enhanced with a frame and hardware featured in a Blackwash finish. Overall height ranges from 55 to 147 inches as the chain length can be easily adjusted in the field. Anti-sway chains ensure the effect of wind load in a porte-cochere or breezeway is minimized. The Madeline Pendant is featured in our American-made, American-designed, handmade Traditional Lighting Collection. Manufactured in Yorkville, NY. UL & cUL listed for dry, damp and wet locations.",https://2ndave.com/product/30-square-madeline-pendant-179164/,https://2ndave.com/wp-content/uploads/2022/12/179164.jpg,1261
30″ Square Madeline Pendant | 203735,"Expert craftsmanship and a distinctive elegance come to light with this stunning classic lantern design. The exquisite Rainstone Idalight lantern is designed with a ten-light faux candelabra. The pendant is enhanced with a frame and hardware featured in a Pewter powder coat finish. The overall height of this pendant ranges from 47 to 142 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Handmade by skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom colors, styles and sizes are available. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-square-madeline-pendant-203735/,https://2ndave.com/wp-content/uploads/2022/12/203735.jpg,1261
30″ Square Martis Inverted Pendant | 195094,"Rendering a stunning architectural look. This structural pendant design features a geometric styled Travertine Idalight diffuser. The ceiling fixture is enhanced with a decorative frame in a Textured Black finish. Ideal for illuminating a kitchen island, dining table and other spaces in residential, hospitality and commercial settings. Handcrafted by highly skilled artisans in our 180,000 square manufacturing facility in Yorkville, New York. Diffuser colors, metal finishes and sizes can be customized. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-square-martis-inverted-pendant-195094/,https://2ndave.com/wp-content/uploads/2022/12/195094.jpg,1261
30″ Square Metropolis Pendant | 158390,"Energized by inventions that advocate reason, capitalism and individualism, Metropolis takes a contemporary approach to an industrial design. This pendant deploys thick layers of Contrail Mist Idalight, connected with hardware that is featured in a Black Deco/Raw Steel finish. Wire suspensions provide additional support and a decorative touch. The fixture is custom crafted in the USA. Custom colors, styles, sizes and dimmable energy efficient lamping options such as LED are available. The pendant is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-square-metropolis-pendant-158390/,https://2ndave.com/wp-content/uploads/2022/12/158390.jpg,1261
30″ Square Pandora Pendant | 120283,"A contemporary ceiling pendant designed for fine interiors in homes, hotels, restaurants and commercial spaces, this geometric styled fixture features a Clear Frosted Glass diffuser with a solid frame and hardware in an Art Deco Gold finish. The pendant illuminates with Integral LEDs for energy efficiency and brilliant ambience. Custom crafted in Yorkville, New York, this wall fixture is available in custom sizes, styles and colors. Dimmable energy efficient lamping options are available. The 30-inch wide pendant is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-square-pandora-pendant-120283/,https://2ndave.com/wp-content/uploads/2022/12/120283.jpg,1261
30″ Square Zandra Inverted Pendant | 115788,"Dramatic styling integrated with a rustic lighting design. A stunning shade design featuring Amber Mica embraces bands of pierced metal in a Chestnut finish. The pendant is handcrafted in the manufacturing facility in Upstate New York, and is available in custom colors, styles, sizes and dimmable energy efficient lamping options such as LED. This 30-inch ceiling fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-square-zandra-inverted-pendant-115788/,https://2ndave.com/wp-content/uploads/2022/12/115788.jpg,1261
30″ Square Zandra Inverted Pendant | 245912,"Inspired by the Arts & Crafts design movement, Zandra is designed with an inverted Mission styled Creme Carrare Idalight diffuser that is complemented with a frame and hardware featured in a Bronze Metallic finish. The shade is accented with miniature square geometric designs in the central bands and five decorative studs on the finial. Custom crafted at our manufacturing facility in Upstate New York, in the USA. Custom colors, sizes and styles are available, as well as dimmable energy-efficient lamping options. The pendant is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-square-zandra-inverted-pendant-245912/,https://2ndave.com/wp-content/uploads/2022/12/245912.jpg,1261
30″ Square Zuvan Semi-Flushmount | 242409,"The Zuvan Mini Pendant features a geometric shade highlighted with a brilliant Solar inspired design on an Amber Quartz Idalight diffuser with side panels showcasing mosaic patterns on stunning Maduro Idalight. The frame and hardware are featured in a Chestnut finish. The Zuvan Semi-Flushmount is included in our American-made, American-designed, handcrafted Transitional Lighting Collection. Manufactured in Yorkville, New York. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-square-zuvan-semi-flushmount-242409/,https://2ndave.com/wp-content/uploads/2022/12/242409.jpg,1261
30″ Wide Altar Pendant | 115872,"The inspiring Altar pendant features a stunning cluster of 17 Ivory faux candles on a square shaped metal platform. The pendant is enhanced with hardware featured in a Cajun Spice finish. Functional task lighting is provided by 4 downlights with G9 20-watt lamps. The overall height ranges from 46 to 179 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Candlelight colors, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-altar-pendant-115872/,https://2ndave.com/wp-content/uploads/2022/12/115872.jpg,1261
30″ Wide Arabesque Semi-Flushmount | 116149,"A stunning updated look on a timeless design. An Ancient European scrolled motif is highlighted on the trim of this stunning ceiling fixture which features a Whitestone Idalight shade. The fixture is enhanced with sturdy detailed hardware and a finial featured in a Copper Rust finish. The Arabesque fixture is ideal for hallways, living spaces and other rooms in both residential and commercial environments. This elegant fixture is handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Options include custom sizes, styles, and colors. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-arabesque-semi-flushmount-116149/,https://2ndave.com/wp-content/uploads/2022/12/116149.jpg,1261
30″ Wide Arcas Pendant | 116808,"This clean transitional ceiling pendant is designed with an appealing Statuario Idalight diffuser in a curvaceous styled frame featured with hardware and straight line accents in a Rustic Iron finish. Arcas is the perfect lighting accent that will enhance any decor, for fine homes, restaurants, boutiques and hotels. Custom crafted in our manufacturing facility in Yorkville, NY, the pendant is available in custom sizes, styles, colors and energy efficient lamping options are available. The 30-inch wide fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-arcas-pendant-116808/,https://2ndave.com/wp-content/uploads/2022/12/116808.jpg,1261
30″ Wide Barrel Stave Madera 6 Light Chandelier | 157624,"Nostalgic charm greets an authentic elegance suited for a variety of fine homes and businesses. This captivating lighting design was inspired by antique wooden staves traditionally bound by wooden hoops in the construction of beer/ whiskey barrels and wine casks. Charred Reclaimed Wooden staves highlight a Costello Black finished steel frame with curved arms that support six bobeches accented with faux candles on its perimeter. The chandelier is perfect for lobbies, foyers, banquet rooms and reception areas. Custom crafted by artisans in our manufacturing facility upstate New York, this fixture is available in custom colors, styles, sizes and dimmable energy efficient lamping options.",https://2ndave.com/product/30-wide-barrel-stave-madera-6-light-chandelier-157624/,https://2ndave.com/wp-content/uploads/2022/12/157624.jpg,1261
30″ Wide Calandra 6 Light Chandelier | 160259,"Calandra brings together a luxurious charm and a rich artistic look. Floral medallions accentuate this stunning steel chandelier featuring six exquisite faux candlelights. The fixture is enhanced with sturdy, detailed hardware and a scrolled finial featured in a handsome Gilded Tobacco finish. The fixture is ideal for entryways, dining areas, and other rooms in a variety of residential and commercial settings. The chandelier is handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom designs, styles, sizes and dimmable energy efficient lamping such as LEDs are available. This fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-calandra-6-light-chandelier-160259/,https://2ndave.com/wp-content/uploads/2022/12/160259.jpg,1261
30″ Wide Caleb 12 Light Chandelier | 115373,"Exquisite grace and luxurious beauty are blended to create the distinctive, elegant Caleb Chandelier. Adorning this handsome chandelier are 12 handpainted Gilded Tobacco Lamp Covers with Customer-supplied Candelabra bulbs, each perched on floral bobeches, and complemented with Hand-forged Iron hardware and scrollwork in a matching Gilded Tobacco finish. Perfect for an entryway, lobby, banquet hall or conference room, this lovely chandelier is available in a variety of custom finishes, styles and sizes, and with dimmable energy efficient lamping options such as LED. Handcrafted in the USA, this 30-inch wide chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-caleb-12-light-chandelier-115373/,https://2ndave.com/wp-content/uploads/2022/12/115373.jpg,1261
30″ Wide Caleb 12 LT Chandelier | 146655,"Exquisite grace and luxurious beauty blend to create the distinctive Caleb Chandelier. Adorning this elegant chandelier are 12 White faux candlelights perched on floral bobeches. The fixture is complemented with Hand-forged Iron scrolled arms in a bold Black finish. Perfect for an entryway, lobby, banquet hall or conference room. The overall height ranges from 37 to 97 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Candlelight colors, metal finishes and fixture sizes can be customized. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-caleb-12-lt-chandelier-146655/,https://2ndave.com/wp-content/uploads/2022/12/146655.jpg,1261
30″ Wide Cartier 12 Light Cascading Chandelier | 259624,"A two-tiered chandelier renders an eye-catching transitional look, spanning more than 16 feet from top to bottom. Handsome Botticino Idalight shades are aligned in a staggered formation, suspended from two decorative rings and a canopy while providing light at various levels. All hardware is hand-finished in Mahogany Bronze, while a warm glow evokes from 12 cascading decorative cylinders. Ideal for illuminating stairwells, entryways, lobbies, foyers, ballrooms, and other residential, hospitality, and commercial spaces. The Cartier Cascading Chandelier is featured in our American-made, American-designed, handcrafted Transitional Lighting Collection. Manufactured in Yorkville, NY. UL and cUL listed for dry and damp locations",https://2ndave.com/product/30-wide-cartier-12-light-cascading-chandelier-259624-2/,https://2ndave.com/wp-content/uploads/2023/04/259624.jpg,1261
30″ Wide Cartier 9 Light Cascading Chandelier | 200139,"Spanning up to more than 6 feet from top to bottom, this two-tiered chandelier renders an eye-catching transitional look. Beautiful Clear Antique Window Glass shades are aligned in a staggered formation, suspended from two decorative rings and a canopy while providing light at various levels. All hardware is hand-finished in Oil Rubbed Bronze while an inviting glow evokes from 9 decorative cylinders. Ideal for illuminating entryways, lobbies, foyers, ballrooms and other residential, hospitality and commercial spaces. The Cartier Cascading Chandelier is featured in our American-made, American-designed, handcrafted Transitional Lighting Collection. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cartier-9-light-cascading-chandelier-200139/,https://2ndave.com/wp-content/uploads/2023/02/200139.jpg,1261
30″ Wide Cartier 9 Light Cascading Chandelier | 245270,"Spanning over 6 feet in height, this stunning Cartier chandelier features an eye-catching transitional look. Handsome Silver Mica shades are aligned in a staggered formation, suspended from 2 decorative rings and a canopy while providing light at various levels. All hardware is hand-finished in Exterior Oil Rubbed Bronze, while an inviting glow evokes from nine decorative cylinders. Ideal for illuminating entryways, lobbies, foyers, ballrooms, and other residential, hospitality, and commercial spaces. The Cartier Cascading Chandelier is offered in our American-made, American-designed, handcrafted Transitional Lighting Collection. Manufactured in Yorkville, NY. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cartier-9-light-cascading-chandelier-245270/,https://2ndave.com/wp-content/uploads/2023/02/245270.jpg,1261
30″ Wide Cartier 9 Light Cascading Chandelier | 246501,"This stunning Cartier chandelier features an eye-catching transitional look. Beautiful Sahara Taupe Idalight shades are aligned in a staggered formation, suspended from 2 decorative rings and a canopy while providing light at various levels. All hardware is hand-finished in Timeless Bronze while an inviting glow evokes from nine decorative cylinders. Ideal for illuminating entryways, lobbies, foyers, ballrooms, and other residential, hospitality, and commercial spaces. The Cartier Cascading Chandelier is offered in our American-made, American-designed, handcrafted Transitional Lighting Collection. Manufactured in Yorkville, NY. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cartier-9-light-cascading-chandelier-246501/,https://2ndave.com/wp-content/uploads/2023/02/246501.jpg,1261
30″ Wide Cartier 9 Light Cascading Chandelier | 252907,"This two-tiered chandelier renders an eye-catching look. Beautiful Amber Mica shades are aligned in a staggered formation, suspended from two decorative rings and a canopy while providing light at various levels. All hardware is hand-finished in Blackwash while a warm glow evokes from nine decorative cylinders. Ideal for illuminating entryways, lobbies, foyers, ballrooms, and other residential, hospitality and commercial spaces. The Cartier Cascading Chandelier is featured in our American-made, American-designed, handcrafted Transitional Lighting Collection. Manufactured in Yorkville, NY. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cartier-9-light-cascading-chandelier-252907/,https://2ndave.com/wp-content/uploads/2022/12/252907.jpg,1261
30″ Wide Cartier 9 Light Cascading Chandelier | 257212,"Spanning up to more than 6 feet from top to bottom, a two-tiered chandelier renders an eye-catching transitional look. Handsome Clear Seeded Glass shades are aligned in a staggered formation, suspended from two decorative rings and a canopy while providing ambient light at various levels. All hardware is hand-finished in Solar Black while a warm glow evokes from nine decorative cylinders. Ideal for illuminating entryways, lobbies, foyers, ballrooms, and other residential, hospitality, and commercial spaces. The Cartier Cascading Chandelier is featured in our American-made, American-designed, handcrafted Transitional Lighting Collection. Manufactured in Yorkville, NY. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cartier-9-light-cascading-chandelier-257212/,https://2ndave.com/wp-content/uploads/2023/02/257212.jpg,1261
30″ Wide Chronos Chandelier | 115999,"Custom styled for a distinctive architectural look, Chronos unveils three Trumpet styled shades in Statuario Idalight. The diffusers are complemented with an elaborate metal frame in a Blackwash finish. This fixture was created by the hands of artisans at our manufacturing facility in Upstate New York in the USA. Custom sizes, styles and colors are available, as well as dimmable, energy efficient lamping options such as LED. The 30-inch wide chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-chronos-chandelier-115999/,https://2ndave.com/wp-content/uploads/2022/12/115999.jpg,1261
30″ Wide Cilindro Homer Pendant | 196023,"Designed with a curved profile, the appealing Cilindro Homer Pendant defines a bold aesthetic. This pendant features a White Linen Shade with a Statuario Idalight bottom diffuser and enhanced with hardware and frame in a Textured Black finish. Illuminates with 6 customer-supplied GU24 LED 12W lamps for energy efficiency. The overall height of this pendant ranges from 47 to 202 inches as the stem length is field cuttable to accommodate your specific lighting application needs. Handcrafted in our 180,000 square foot manufacturing facility in Upstate NY. Available in a wide range of custom choices. UL and cUL listed for dry and damp locations, however we do not recommend installing it in spaces that experience a large amount of moisture.",https://2ndave.com/product/30-wide-cilindro-homer-pendant-196023/,https://2ndave.com/wp-content/uploads/2022/12/196023.jpg,1261
30″ Wide Cilindro Homer Pendant | 248836,"Designed with a curved profile, the appealing Cilindro Homer Pendant defines a bold aesthetic. This pendant features a White Linen Shade with a Statuario Idalight bottom diffuser and enhanced with hardware and frame in a Textured Black finish. The overall height of this pendant ranges from 47 to 202 inches as the stem length is field cuttable to accommodate your specific lighting application needs. Handcrafted in our 180,000 square foot manufacturing facility in Upstate NY. Available in a wide range of custom choices. UL and cUL listed for dry and damp locations, however we do not recommend installing it in spaces that experience a large amount of moisture.",https://2ndave.com/product/30-wide-cilindro-homer-pendant-248836/,https://2ndave.com/wp-content/uploads/2022/12/248836.jpg,1261
30″ Wide Cilindro Metal-Tex Pendant | 179033,"Add striking industrial chic to your decor with this Metal-Tex Weave pendant which features a stunning perforated textured metal shade that will add character and intrigue to a residential, hospitality or commercial environment. The cylindrical shaped pendant, which is featured in a striking Brushed Stainless Steel finish, is complemented with a Statuario Idalight bottom diffuser. The pendant delivers robust illumination with Integral LEDs that are energy efficient and provide long lamp life. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom colors, styles and sizes are available, as well as dimmable energy efficient lamping options such as LED. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-cilindro-metal-tex-pendant-179033/,https://2ndave.com/wp-content/uploads/2022/12/179033.jpg,1261
30″ Wide Cilindro Pipette Pendant | 193559,"Created in our state of the art Lab in Yorkville, New York, the Cilindro Pipette features a fluted cylindrical shaped Crystal Idalight lens that is complemented with endcaps and hardware in a Brass powder coat finish. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. This transitional pendant is available in a wide range of custom choices including various designs, colors, sizes and dimmable lamping options such as LED. The 30-inch wide ceiling fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cilindro-pipette-pendant-193559/,https://2ndave.com/wp-content/uploads/2022/12/193559.jpg,1261
30″ Wide Cilindro Rame Pendant | 163842,"Offering sophistication with a distinctive luxurious look, Cilindro Rame is handcrafted of 100 Percent Solid Brass. The pendant reveals Solid Brass mesh, frame and hardware, which are featured in an Antique finish. The mesh encircles a four-light faux candelabra for beautiful ambient lighting. This American-made fixture was created by the hands of artisans at our manufacturing facility in Upstate New York. Custom sizes, styles and colors are available, as well as dimmable, energy efficient lamping options such as LED. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-cilindro-rame-pendant-163842/,https://2ndave.com/wp-content/uploads/2022/12/163842.jpg,1261
30″ Wide Cilindro Spiral Pendant | 155398,"An elegant, elaborate spiral design highlights the bottom Crystal Idalight diffuser of this architecturally designed pendant. The perimeter features a Regimental Red laminate with hardware hand finished in Nickel. The fixture is custom crafted by skillful artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom sizes, styles, colors and dimmable energy efficient lamping options are available. The pendant is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cilindro-spiral-pendant-155398/,https://2ndave.com/wp-content/uploads/2022/12/155398.jpg,1261
30″ Wide Cilindro Tapered Pendant | 212743,"Designed with a curvaceous elongated profile that fits into luxury homes, hotels and other commercial and hospitality locations. This casual elegant pendant defines a distinctive sophisticated aesthetic. The Black Textrene shade is complemented with hardware featured in a Textured Black finish. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, NY. Custom sizes, finishes and diffuser colors available. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric shade.",https://2ndave.com/product/30-wide-cilindro-tapered-pendant-212743/,https://2ndave.com/wp-content/uploads/2022/12/212743.jpg,1261
30″ Wide Cilindro Tapered Pendant | 248069,"Designed with a round, tapered profile, this fascinating pendant defines a modern sophisticated aesthetic. The outer shade features Black TextraLite while the inner shade reveals White Textrene and is enhanced with a Statuario Idalight bottom diffuser. The stunning shade is enhanced with a metal frame and hardware featured in a Nickel powder coat finish. This fixture is custom crafted by highly skilled artisans at our 180,000 square foot manufacturing facility in Yorkville, New York. Custom sizes, styles and colors are available, as well as dimmable, energy efficient lamping options such as LED. The pendant is UL and cUL listed for damp and dry locations",https://2ndave.com/product/30-wide-cilindro-tapered-pendant-248069/,https://2ndave.com/wp-content/uploads/2022/12/248069.jpg,1261
30″ Wide Cilindro Textrene Flushmount | 172933,"Designed with a curved profile and a clean architectural look, this appealing and versatile ceiling fixture defines a sophisticated aesthetic. This fixture features a White Textrene shade, which is enhanced with a Statuario Idalight bottom diffuser. The hardware is offered in a powder coated Nickel finish. Handcrafted by highly skilled artisans in our manufacturing facility in Upstate New York. The fixture is available in a wide range of custom choices including various designs, colors, sizes and dimmable lamping options such as LED. This fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-cilindro-textrene-flushmount-172933/,https://2ndave.com/wp-content/uploads/2022/12/172933.jpg,1261
30″ Wide Cilindro Textrene Flushmount | 177631,"Highlighted with a curvaceous profile and a clean architectural look, this appealing and versatile ceiling fixture defines a sophisticated aesthetic. This 30-inch refined ceiling fixture features a White Textrene shade, which is enhanced with a Statuario Idalight bottom diffuser. The hardware is offered in a Nickel powdercoat finish. Handcrafted by highly skilled artisans in our manufacturing facility in Upstate NY. The transitional styled fixture is available in a wide range of custom choices including various designs, colors, sizes and dimmable lamping options such as LED. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/30-wide-cilindro-textrene-flushmount-177631/,https://2ndave.com/wp-content/uploads/2022/12/177631.jpg,1261
30″ Wide Cilindro Textrene Flushmount | 202440,"Designed with a curved profile and a clean architectural look. This appealing and versatile ceiling fixture defines a sophisticated aesthetic. This Cilindro ceiling fixture features an Eggshell Textrene shade which is enhanced with an Angelwing Idalight bottom diffuser. The hardware is offered in a Nickel powder coat finish. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, NY. Diffuser colors, sizes and metal finishes can be customized to meet your needs. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric shade.",https://2ndave.com/product/30-wide-cilindro-textrene-flushmount-202440/,https://2ndave.com/wp-content/uploads/2022/12/202440.jpg,1261
30″ Wide Cilindro Textrene Flushmount | 203384,"Cilindro infuses a handsome look and architectural styling to upgrade the mood of any decor. The ceiling fixture is custom crafted with a Beige Textrene shade complemented with a White Opal Glass bottom diffuser. The fixture is enhanced with a Smoke finish. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Shade colors, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric shade.",https://2ndave.com/product/30-wide-cilindro-textrene-flushmount-203384/,https://2ndave.com/wp-content/uploads/2022/12/203384.jpg,1261
30″ Wide Cilindro Textrene LED Flushmount | 240477,"Designed with a curved profile and a clean architectural look. This appealing ceiling fixture reveals a sophisticated aesthetic. A Beige Textrene shade is complemented with a Statuario White bottom diffuser and hardware with a Smoke finish. Integral LEDs provide energy-efficient high-quality illumination with a long life. The Cilindro Textrene Flushmount is included in our American-made, American-designed handcrafted Modern Collection. Manufactured in Yorkville, NY. UL & cUL listed for dry and damp locations.",https://2ndave.com/product/30-wide-cilindro-textrene-led-flushmount-240477/,https://2ndave.com/wp-content/uploads/2022/12/240477.jpg,1261
