name,description,link_url,image_url,manufacturer_id
14″ Wide Sergius 3 Light Wall Sconce | 146496,no description available.,https://2ndave.com/product/14-wide-sergius-3-light-wall-sconce-146496/,https://2ndave.com/wp-content/uploads/2022/12/146496.jpg,1261
14″ Wide Statesboro Outdoor Post Mount | 136812,"This handsome Georgian style Post Mount Lantern sparkles with Frosted Ripple Glass diffuser panels. This Solid Brass luminaire is enhanced with a Brushed Brass finish and ideal for mounting to posts, columns and other structures. This indoor/outdoor post mount is handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Diffuser styles, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/14-wide-statesboro-outdoor-post-mount-136812/,https://2ndave.com/wp-content/uploads/2022/12/136812.jpg,1261
14″ Wide Statesboro Post Mount | 21975,"This handsome Georgian style Post Mount lantern is handmade of Solid Copper. The Clear Glass Lens features three complementary faux candlelights within this historic fixture. This elaborate post mount lighting fixture is enhanced with a Brushed Brass finish. Ideal for illuminating interior/exterior spaces and mounts to posts, columns and other structures. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Diffuser styles, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/14-wide-statesboro-post-mount-21975/,https://2ndave.com/wp-content/uploads/2022/12/21975A.jpg,1261
14″ Wide Statesboro Street Lamp | 135978,"This handsome Georgian style Outdoor Street Lamp is handmade of Natural Copper. This fixture features Clear Ripple Glass Panels in this historic fixture. This indoor/outdoor street lamp is enhanced with a Craftsman Brown finish. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. Shade styles, metal finishes and fixture sizes can be customized to your needs. UL & cUL listed for dry, damp and wet locations",https://2ndave.com/product/14-wide-statesboro-street-lamp-135978/,https://2ndave.com/wp-content/uploads/2022/12/135978.jpg,1261
14″ Wide Thierry 2 Light Wall Sconce | 115164,"Thierry delivers a graceful elegance resulting in a luxurious design statement. Two hurricane glass shades reveal faux candlelights perched on bobeches that are paired with striking scrolled arms and hand-forged Iron hardware featured in an Antique Rust finish. Handcrafted in the USA, the fixture is available in custom sizes, styles, colors and dimmable energy efficient lamping options such as LED. The wall sconce is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14-wide-thierry-2-light-wall-sconce-115164-2/,https://2ndave.com/wp-content/uploads/2022/12/115164.jpg,1261
14″ Wide Thierry 2 Light Wall Sconce | 200021,"Thierry delivers a graceful elegance resulting in a luxurious design statement. Two exquisite Clear Hurricane Glass Shades are perched on bobeches that are paired with striking scrolled arms and hardware featured in a Rustic Iron finish. Custom crafted in our 180,000 square foot manufacturing facility in Yorkville, NY. Available in custom sizes, finishes, and styles. Dimmable energy efficient lamping options are offered. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/14-wide-thierry-2-light-wall-sconce-200021/,https://2ndave.com/wp-content/uploads/2022/12/200021.jpg,1261
14″ Wide Vaculin 4 Light Wall Sconce | 169299,"Expert craftsmanship comes to life with a lantern adorned with a candelabra that entices from within.The exquisite Clear Seeded glass lantern, designed with a four-light candelabra featuring four Faux candlelights, is enhanced with a Solid Brass frame and hardware finished in a Black Matte.The wall sconce is custom crafted in the USA. Custom styles, designs, colors and dimmable energy efficient lamping options such as LED are available.This fixture is UL and cUL listed for wet and dry locations.",https://2ndave.com/product/14-wide-vaculin-4-light-wall-sconce-169299/,https://2ndave.com/wp-content/uploads/2022/12/169299.jpg,1261
14″ Wide Yorkshire Lantern Post Mount | 205328,"A classic lantern design for ages. Yorkshire is ideal for illuminating your interior or exterior space. Custom crafted of steel, the Handforged scrollwork, frame and hardware are finished in a Textured Black hue. A Clear Glass lens reveals three complementary faux candlelights that illuminate from within to enhance columns, posts and decks in residential, hospitality and commercial settings. This stunning fixture is handmade by skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom sizes, styles and finishes available. UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/14-wide-yorkshire-lantern-post-mount-205328-2/,https://2ndave.com/wp-content/uploads/2022/12/205328X10-1.jpg,1261
14″Sq Kitzi Pinecone Pendant | 171928,"A sophisticated architecturally styled fixture is combined with a rustic nature inspired design. Give your decor an extra edge with this breathtaking pendant, which is highlighted with a Chestnut-finished structure that encases four faux candlelights perched on bobeches. Exquisite steel pinecones with pine needles accent each side of this unique pendant. Handmade in our 180,000 square foot manufacturing facility in Yorkville, New York. Available in custom sizes, styles and finishes, as well as dimmable energy efficient lamping options. UL and CUL listed for damp and dry locations.",https://2ndave.com/product/14sq-kitzi-pinecone-pendant-171928/,https://2ndave.com/wp-content/uploads/2022/12/171928.jpg,1261
14″Sq Lone Bear Pendant | 120178,"Drawing inspiration from the wildlife and natural beauty in the spectacular Adirondack Mountains nearby, this stunning steel fixture depicts a bold Bear meandering through the woodlands. Beautiful ambient light is evoked through Amber Mica, which is complemented with a frame, decorative accents and hardware featured in a Cajun Spice finish. The rustic styled pendant is handcrafted artisans in our Yorkville, NY facility. Custom designs, styles and sizes are available, as well as dimmable energy efficient lamping options. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14sq-lone-bear-pendant-120178-2/,https://2ndave.com/wp-content/uploads/2022/12/120178.jpg,1261
14″Sq Pyramid Inverted Pendant | 107102,no description available.,https://2ndave.com/product/14sq-pyramid-inverted-pendant-107102/,https://2ndave.com/wp-content/uploads/2022/12/107102A.jpg,1261
14″Sq Quadrato Campbell Pier Mount | 153354,"This handsome pier mount design features an Amber Cylindre revealed through Clear glass and enhanced with a frame and hardware featured in an Oil Rubbed Bronze finish. The fixture is crowned with a decorative ring finial for that finishing touch. Handcrafted by highly skilled artisans in our Yorkville, New York manufacturing facility, this fixture is designed for installation atop a pier mount or mounting pole to illuminate driveways and outdoor walkways safely and stylishly at night. The Quadrato Campbell fixture is available in custom sizes, styles, colors and lamping options such as LED. The fixture is UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/14sq-quadrato-campbell-pier-mount-153354/,https://2ndave.com/wp-content/uploads/2022/12/153354.jpg,1261
14″W Antencio Pendant | 155290,"An exquisite pendant for a variety of settings, Antencio achieves a new level of quality and attention to detail with intricate scrollwork and Clear Seeded glass that nearly conceals the three-light faux candelabra inside the diffuser. The pendant is designed with a decorative frame and hardware featured in a handsome Ash finish. The fixture is custom crafted by skillful artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Dimmable energy efficient lamping options such as LED, as well as custom sizes, styles and colors, are available. The pendant is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14w-antencio-pendant-155290/,https://2ndave.com/wp-content/uploads/2022/12/155290.jpg,1261
14″W Bola Pendant | 138294,"A cool contemporary look. A Statuario Idalight orb in a stylish pendant design is suspended by a reinforced power cord and hardware featured in a Pewter powder coated finish. Ideal for a variety of rooms in residential and commercial environments. Custom colors, styles and sizes are available, as well as dimmable lamping options such as LED. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14w-bola-pendant-138294/,https://2ndave.com/wp-content/uploads/2022/12/138294.jpg,1261
14″W Bryce Wall Sconce | 174703,"This handsome minimalist design features welcoming ambient light evoked through a Silver Mica diffuser, which is enhanced with a Mission styled straight line design. The diffuser is complemented with decorative accents and hardware that are featured in a warm Chestnut finish. This stunning wall fixture is handcrafted by our artisans in the USA. Custom colors, sizes and styles are available. Energy efficient options such as LED are offered. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14w-bryce-wall-sconce-174703/,https://2ndave.com/wp-content/uploads/2022/12/174703.jpg,1261
14″W Caprice 2 LT Vanity Light | 169391,"A dramatic dual lighting design featuring ornate hand-forged metalwork creates a rich, luxurious look for Caprice. This high-styled wall fixture features Clear Seeded art glass, which is enhanced with exquisite scrolled accents in a Wrought Iron finish. This two-lantern sconce is ideal to complement a variety of architectural styles in fine baths, corridors and other rooms. Custom crafted by skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York, this fixture is offered in custom sizes, finishes and styles, as well as energy efficient lamping options. UL listed for dry and damp locations.",https://2ndave.com/product/14w-caprice-2-lt-vanity-light-169391/,https://2ndave.com/wp-content/uploads/2022/12/169391.jpg,1261
14″W Carousel Wall Sconce | 177955,"A striking wall fixture that evokes beauty and drama, the Carousel features a Handpainted Idalight shade in Brown, Yellow and White hues which are complemented with garland styled accents and crystal teardrops trimming the border. The frame and hardware are highlighted in a Timeless Bronze finish. The arc shaped sconce will make a design statement in hallways and other rooms throughout any residential or commercial environment. Handcrafted in our Yorkville, NY manufacturing facility, Carousel is available in custom sizes, styles, finishes and dimmable energy efficient lamping options such as LED. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/14w-carousel-wall-sconce-177955/,https://2ndave.com/wp-content/uploads/2022/12/177955.jpg,1261
14″W Cesta 2 LT Wall Sconce | 142263,"Offering a luxurious casual chic look, Cesta evokes understated, visually appealing Silk Opal pattern fabric shades with Statuario Idalight diffusers. The attractive fixture features hardware finished in Brushed Nickel. Custom crafted in the manufacturing facility in Yorkville, NY. Custom styles, colors, sizes and dimmable energy efficient lamping options such as LED are available. The fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/14w-cesta-2-lt-wall-sconce-142263/,https://2ndave.com/wp-content/uploads/2022/12/142263.jpg,1261
14″W Church Inverted Pendant | 159509,"Offering an inspirational profile and design, this Church pendant evokes a heavenly glow from warm Etruscan Idalight in an inverted hexagonal frame. MR16 lamping is used for effective uplighting to accent the ceiling. The handsome hardware is featured in a stunning Autumn Leaf finish. Handcrafted by artisans in the USA, the fixture is offered in custom sizes, styles, colors and dimmable energy efficient lamping options.",https://2ndave.com/product/14w-church-inverted-pendant-159509/,https://2ndave.com/wp-content/uploads/2022/12/159509.jpg,1261
14″W Church Inverted Pendant | 99726,"Offering a dramatic inspirational design, this Church pendant evokes a heavenly glow from Beige Art Glass revealed in an inverted pyramid shaped frame. The fixture features decorative accents, finial, frame and hardware in a brilliant Sahara Gold finish. The overall height of this pendant ranges from 46 to 75 inches and the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Special sizes, finishes and diffuser colors available. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/14w-church-inverted-pendant-99726/,https://2ndave.com/wp-content/uploads/2022/12/99726.jpg,1261
14″W Cilindro Beige Textrene Pendant | 151434,"A clean transitional design for today’s interiors. The drum styled shade is crafted of fine Beige fabric with a Statuario Idalight diffuser and complemented with hardware finished in Timeless Bronze. Handcrafted by artisans in our Yorkville, NY manufacturing facility. Options include dimmable LED and other energy efficient lamping options, as well as custom sizes, styles and colors. This fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/14w-cilindro-beige-textrene-pendant-151434/,https://2ndave.com/wp-content/uploads/2022/12/151434.jpg,1261
14″W Cilindro Beige Textrene Pendant | 156829,"A clean, inviting architectural look is evoked with this pendant design. Beige Textrene fabric with a Statuario Idalight bottom diffuser is complemented with hardware finished in Timeless Bronze. Handcrafted by skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. This pendant is available in custom colors, sizes, styles and dimmable energy efficient lamping. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14w-cilindro-beige-textrene-pendant-156829/,https://2ndave.com/wp-content/uploads/2022/12/156829.jpg,1261
14″W Cilindro Flushmount | 135047,no description available.,https://2ndave.com/product/14w-cilindro-flushmount-135047/,https://2ndave.com/wp-content/uploads/2022/12/135047.jpg,1261
14″W Dalton Wall Sconce | 153227,"This handsome minimalist design features welcoming ambient light evoked through Ambra Siena Idalight, which is enhanced by curved arms and decorate hardware that is featured in a Cajun Spice finish. This stunning wall fixture is handcrafted in our 180,000 square foot manufacturing facility in Yorkville, NY. Custom designs, styles and finishes. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14w-dalton-wall-sconce-153227/,https://2ndave.com/wp-content/uploads/2022/12/153227.jpg,1261
14″W Dalton Wall Sconce | 165157,"This handsome minimalist design features welcoming ambient light evoked through Tawnyrock Idalight, which is enhanced by curved arms and decorate hardware that is featured in a Copper Rust finish. This stunning wall fixture is handcrafted by our artisans in the USA. Custom colors, sizes and styles are available. Dimmable energy efficient options such as LED are offered. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/14w-dalton-wall-sconce-165157/,https://2ndave.com/wp-content/uploads/2022/12/165157.jpg,1261
14″W Diamond Pendant | 120270,"Enhance your interior space with handcrafted warmth and welcoming illumination from this pendant, which integrates a striking diamond profile featuring Ambra Siena Idalight with a textured look. The shade is complemented with a rugged frame and hardware featured in a handsome Chestnut finish. Custom crafted in the USA, this fixture is available in custom sizes, styles, colors and dimmable energy efficient lamping options. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14w-diamond-pendant-120270/,https://2ndave.com/wp-content/uploads/2022/12/120270.jpg,1261
14″W Gothic Inverted Pendant | 168837,"Invite rich Gothic beauty and luxurious charm into any home, hotel, restaurant, retail or commercial space with this unique decorative pendant. White art glass panels are high fired and curved to create this stunning shade. The shade is trimmed with accents in a Polished Nickel finish, to coordinate with matching Solid Brass frame and hardware. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, NY, using techniques, tools and molds that date back to the early 1900s. Custom colors, sizes and styles are available. Dimmable energy efficient lamping options available. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/14w-gothic-inverted-pendant-168837/,https://2ndave.com/wp-content/uploads/2022/12/168837.jpg,1261
14″W Millesime Lantern Pendant | 151090,"Grand stature and an ornate frame create a sophisticated, luxurious look for Millesime. This ceiling fixture features Clear Seeded glass, which reveals a Statuario Idalight cylindrical diffuser that illuminates from within. The Solid Copper frame, which will age to a nice patina over time, is enhanced with distinctive Verdigris on Brass accents, canopy and chain. Custom crafted in the USA, this fixture is offered in custom sizes, finishes and styles, as well as energy efficient lamping options such as LED. This fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/14w-millesime-lantern-pendant-151090/,https://2ndave.com/wp-content/uploads/2022/12/151090.jpg,1261
14″W Millesime Lantern Wall Sconce | 128683,"Custom crafted of Solid Copper and Brass in the USA, Millesime reveals a unique, luxurious look for interior and exterior lighting. This high-styled wall fixture features Clear Seeded glass, which is enhanced with Vintage Copper finished hardware and highlighted with Craftsman Verde finished Brass accents. A Statuario Idalight diffuser illuminates the lantern from within. This sconce is offered in custom sizes, finishes and styles, as well as dimmable energy efficient lamping options such as LED. The 14-inch wide fixture is UL and cUL listed for dry, damp and wet locations.",https://2ndave.com/product/14w-millesime-lantern-wall-sconce-128683/,https://2ndave.com/wp-content/uploads/2022/12/128683.jpg,1261
