name,description,link_url,image_url,manufacturer_id
36″ Wide Sanctuary Pendant | 159085,no description available.,https://2ndave.com/product/36-wide-sanctuary-pendant-159085/,https://2ndave.com/wp-content/uploads/2022/12/159085.jpg,1261
36″ Wide Whitewing Flushmount | 120155,"This clean transitional ceiling fixture is designed with an appealing Statuario Idalight in a Mission styled frame, which is finished in Coffee Cinnamon. This fixture is the perfect lighting centerpiece designed to enhance any decor, for fine homes, restaurants, boutiques and hotels. Whitewing is custom crafted in our manufacturing facility in Yorkville, NY. Custom sizes, styles, colors and dimmable energy efficient lamping options are available. The 36-inch wide fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36-wide-whitewing-flushmount-120155/,https://2ndave.com/wp-content/uploads/2022/12/120155.jpg,1261
36″ Wide X 32″ High Fleur-de-lis Fireplace Screen | 162817,"A original design, the exquisite Fleur-de-lis Fireplace Screen features Fleur-de-lis motifs that highlight intricate scrollwork. Reminiscent of famed castles and cathedrals, this pattern holds a prominent place in European Heraldry. The stunning firescreen is both decorative and functional and can be used with a working fireplace. Hand finished in Blackwash, this fireplace screen was custom crafted in our 180,000 square foot manufacturing facilities located in the foothills of the Adirondack Mountains in upstate New York. Custom sizes and finishes are available to meet your decor needs.",https://2ndave.com/product/36-wide-x-32-high-fleur-de-lis-fireplace-screen-162817/,https://2ndave.com/wp-content/uploads/2022/12/162817.jpg,1261
36″ Wide Yardhouse Pendant | 232912,no description available.,https://2ndave.com/product/36-wide-yardhouse-pendant-232912/,https://2ndave.com/wp-content/uploads/2022/12/232912.jpg,1261
36″L Bola Metalica 6 LT Pendant | 151942,"Curved ball shaped pendants featuring mouth blown glass coated with metallic finishes in striking Extreme Chrome and Copper. Handsome hardware finished in Solar Black with cloth covered wire suspending the pendants for a distinctive look. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Lens colors, metal finishes and sizes can be customized to meet your needs. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36l-bola-metalica-6-lt-pendant-151942/,https://2ndave.com/wp-content/uploads/2022/12/151942.jpg,1261
36″L Christabel 6 LT Oblong Chandelier | 166498,"Enjoy the romance and elegance of this oblong chandelier which is adorned with six faux candlelights perched on bobeches, highlighting the scrolled arms and decorative accents. An abstract floral medallion distinguishes the center of this exquisite lighting design, which is featured in a Cajun Spice finish. Custom crafted in the Yorkville, New York manufacturing facility, Christabel is offered in custom sizes, colors and styles, as well as dimmable energy efficient lamping options such as LED. This chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36l-christabel-6-lt-oblong-chandelier-166498/,https://2ndave.com/wp-content/uploads/2022/12/166498.jpg,1261
36″L Clifton 8 LT Oblong Chandelier | 117288,"Clifton offers a rich, modern twist on a classic, elegant lighting design. This sumptuous chandelier features a Pewter finished steel frame with 8 Amber faux candlelights perched on bobeches and enhanced with scroll arms and accents. Handcrafted in the USA, this fixture is available in custom designs, finishes and sizes, as well as energy efficient lamping options such as LED. The chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36l-clifton-8-lt-oblong-chandelier-117288-2/,https://2ndave.com/wp-content/uploads/2022/12/117288.jpg,1261
36″L Clifton 8 LT Oblong Chandelier | 149115,"Clifton offers a rich, modern twist on a classic, elegant lighting design. This opulent, sumptuous chandelier features a Gilded Tobacco finished steel frame with 8 Amber faux candlelights perched on bobeches and complemented with scroll arms and accents in a matching finish. Handcrafted in the USA, this fixture is available in custom designs, finishes and sizes, as well as energy efficient lamping options such as LED. The chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36l-clifton-8-lt-oblong-chandelier-149115/,https://2ndave.com/wp-content/uploads/2022/12/149115.jpg,1261
36″L Clifton 8 LT Oblong Chandelier | 149185,"Clifton offers a rich, modern twist on a classic, elegant lighting design. This opulent, sumptuous chandelier features an Organic Rust finish on a solid steel frame with 8 Amber faux candlelights perched on bobeches and enhanced with scroll arms and accents in a matching finish. Handcrafted in the USA, this fixture is available in custom designs, finishes and sizes, as well as energy efficient lamping options such as LED. The chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36l-clifton-8-lt-oblong-chandelier-149185/,https://2ndave.com/wp-content/uploads/2022/12/149185.jpg,1261
36″L Clifton 8 LT Oblong Chandelier | 171478,"Clifton offers a rich, modern twist on a classic, elegant lighting design. This opulent, sumptuous chandelier features a Cafe Noir finish on a solid steel metal frame with Faux Ivory candlelights perched on bobeches with scroll arms and accents. Handcrafted in the USA, this fixture is available in custom designs, finishes and sizes, as well as energy efficient lamping options. The chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36l-clifton-8-lt-oblong-chandelier-171478/,https://2ndave.com/wp-content/uploads/2022/12/171478.jpg,1261
36″L Nadine Oblong Pendant | 170887,"Designed with sleek and stylish curve appeal, Nadine is a sophisticated lighting design that embodies highly stylized lines and pristine clarity. This handsome Hard Backed Burlap pendant is custom crafted with Antique Copper finished hardware. Curate your room with this high-styled oblong fixture, which is ideal for illuminating billiard tables, islands, counters, bars and other spaces. Impeccably custom crafted in the USA, the pendant is available in custom sizes, designs, colors and dimmable energy efficient lamping options such as LED. This fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36l-nadine-oblong-pendant-170887/,https://2ndave.com/wp-content/uploads/2022/12/170887.jpg,1261
36″L Wallis 10 LT Oblong Chandelier | 115867,"Romantic charm and elegance come to light with the Wallis chandelier, which features 10 Clear Glass Hurricane shades that reveal Amber faux candlelights, perched on bobeches attached to scroll designed arms. The hand forged hardware, frame and accents are highlighted in a Gilded Tobacco finish. Handcrafted by highly skilled artisans in our Upstate New York manufacturing facility, this fixture is available in custom sizes, styles, colors and energy efficient lamping options such as LED. This chandelier is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36l-wallis-10-lt-oblong-chandelier-115867/,https://2ndave.com/wp-content/uploads/2022/12/115867.jpg,1261
36″Sq Kitzi Box Pendant | 127430,"A sophisticated architecturally styled fixture is designed with a pizazz that is unique, fresh and stylish. Give your decor an extra edge with this breathtaking fixture, which is highlighted with a solid steel structure that surrounds a Clear Seeded glass lens encasing Amber faux candlelights perched on an 8-light cluster. The hardware and frame are featured in a handsome Oil Rubbed Bronze finish. Handcrafted in the USA, Kitzi is available in custom sizes, styles and finishes, as well as dimmable energy efficient lamping options. The fixture is UL and CUL listed for damp and dry locations.",https://2ndave.com/product/36sq-kitzi-box-pendant-127430/,https://2ndave.com/wp-content/uploads/2022/12/127430.jpg,1261
36″Sq Kitzi Box Pendant | 176669,"A sophisticated architecturally styled fixture is designed with a pizazz that is unique, fresh and stylish. Give your decor an extra edge with this breathtaking fixture, which is highlighted with a solid steel structure that surrounds a Rainstone Idalight lens encasing two four light clusters. The hardware and frame are featured in a handsome Pewter finish. Handcrafted in the USA, Kitzi is ideal for installations in grand entryways, lobbies and foyers. The fixture is available in custom sizes, styles and finishes, as well as dimmable energy efficient lamping options such as LED. The fixture is UL and CUL listed for damp and dry locations.",https://2ndave.com/product/36sq-kitzi-box-pendant-176669/,https://2ndave.com/wp-content/uploads/2022/12/176669.jpg,1261
36″Sq Kitzi Cilindro Pendant | 184696,"A sophisticated architecturally styled fixture is designed with a stunning look that is unique, fresh and stylish. Give your decor an extra edge with this breathtaking geometric fixture, which is highlighted with a solid metal structure that encases a curved frame with Clear Seeded Glass which reveals a 12-light faux candelabra. The hardware and frame are offered in a handsome Wrought Iron finish. Handcrafted in the USA, Kitzi is available in custom sizes, styles and finishes, as well as dimmable energy efficient lamping options such as LED. The fixture is UL and CUL listed for dry and damp locations.",https://2ndave.com/product/36sq-kitzi-cilindro-pendant-184696-2/,https://2ndave.com/wp-content/uploads/2022/12/184696.jpg,1261
36″Sq Kitzi Tapered Pendant | 172145,"A sophisticated architecturally styled fixture is designed with a classic structural design. Give your decor an extra edge with this breathtaking fixture, which is highlighted with a solid steel structure that surrounds eight faux candlelights perched on bobeches. The hardware and frame are featured in a Nickel finish. Handmade in our 180,000 square foot manufacturing facility in Yorkville, New York. Available in custom sizes, styles and finishes, as well as dimmable energy efficient lamping options. UL and CUL listed for damp and dry locations.",https://2ndave.com/product/36sq-kitzi-tapered-pendant-172145/,https://2ndave.com/wp-content/uploads/2022/12/172145.jpg,1261
36″Sq Mission Chic Pendant | 164030,"A stunning Transitional look combines both Modern and Mission styling. This Grand Pendant features an inverted White art glass shade highlighted with geometric decorative accents and hardware, which are featured in an Oil Rubbed Bronze finish. Handcrafted in the USA, this Grand Pendant is ideal for illuminating a foyer, conference table, lobby or other large residential and commercial spaces. The fixture is available in custom sizes, styles and colors, as well as dimmable energy efficient lamping options. It is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36sq-mission-chic-pendant-164030/,https://2ndave.com/wp-content/uploads/2022/12/164030.jpg,1261
36″Sq Quadrato Clemons Pendant | 169106,"Quadrato Clemons features a woodgrain appointed frame in an Expresso Hevea finish to complement fine furniture and cabinetry in nearly any room setting. This handsome pendant offers a Statuario Idalight diffuser which is enhanced with hardware featured in a Nickel finish. The fixture uses four 24-watt T5 fluorescent lamps to deliver robust illumination for energy savings, low maintenance and functionality on universal 120-277-volt systems. Handmade in the USA, this pendant is available in custom designs, colors and sizes, as well as dimmable energy efficient lamping options. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36sq-quadrato-clemons-pendant-169106/,https://2ndave.com/wp-content/uploads/2022/12/169106.jpg,1261
36″Sq Quadrato Illusion Flushmount | 120840,"Rendering a clean and stunning architectural look, this streamlined geometric design features a White Textrene that is complemented with Satin White finished hardware and frame. This fixture is custom crafted in the USA. Custom sizes, styles, colors and dimmable energy efficient lamping options are available. The fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36sq-quadrato-illusion-flushmount-120840/,https://2ndave.com/wp-content/uploads/2022/12/120840A.jpg,1261
36″Sq Quadrato Uma Pendant | 143301,Great lighting begins at the intersection of rectangular and square forms where an elegant candelabra pendant suspends with four faux candlelights on each of three tiers. A Mahogany Bronze finished frame was custom engineered and built by for a designer who will provide four vertical panels of glass that fit perfectly into specially designed insets.  An architectural wonder in lighting.,https://2ndave.com/product/36sq-quadrato-uma-pendant-143301/,https://2ndave.com/wp-content/uploads/2022/12/143301.jpg,1261
36″Sq Quadrato Umador Semi-Flushmount | 125236,"Designed with bold geometric styling, the Quadrato Umador ceiling fixture provides the perfect lighting design to illuminate and enhance the beauty of transitional and contemporary settings. 2 Frames embracing Coffee colored Textralite envelope an Amber Mica cube shaped diffuser. This unique fixture is enhanced with all hardware finished in Gilded Tobacco. The 36-inch fixture is ideal for a variety of residential, hospitality and commercial spaces. Custom crafted in the USA, this fixture is available in custom sizes, styles, colors and lamping options such as LED. This fixture is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36sq-quadrato-umador-semi-flushmount-125236/,https://2ndave.com/wp-content/uploads/2022/12/125236.jpg,1261
36″Sq Quadrato Umador Semi-Flushmount | 166552,"Rendering a stunning architectural look, this structural geometric design features an outer and interior diffuser custom crafted of Silver TextraLite. Between the two layers is a square shaped profile created with stunning Teal Textrene. This unique ceiling fixture is enhanced with decorative accents, frame and hardware featured in a Nickel finish. Handmade by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York, this fixture is available in custom sizes, styles, colors and lamping options such as LED. This fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36sq-quadrato-umador-semi-flushmount-166552/,https://2ndave.com/wp-content/uploads/2022/12/166552.jpg,1261
36″Sq Umador Pendant | 156440,"Like the silver lining of a cloud, distinctive forms are featured in a Virtual Smoke and Silvery Black Textrene which is enhanced with a Honey Ripple glass bottom diffuser and a Steel finished frame and hardware. This dramatic architectural fixture design fits into a broad range of residential and commercial settings. Handcrafted in the USA, the fixture is available with custom styles, colors, sizes and dimmable energy efficient lamping options. UL and cUL listed for damp and dry listings.",https://2ndave.com/product/36sq-umador-pendant-156440/,https://2ndave.com/wp-content/uploads/2022/12/156440.jpg,1261
36″Sq Umador Semi-Flushmount | 177009,"Like the silver lining of a cloud, two layers of distinctive forms are featured in Bronze TextraLite which reveal a stunning Silver Mica cube-shaped diffuser. This geometric shade projects beautiful ambient light and is enhanced with a frame and hardware in a Gilded Tobacco finish. This dramatic architectural fixture design fits into a broad range of residential and commercial settings. Handcrafted in the USA, the semi-flushmount is available with custom styles, colors, sizes and dimmable energy efficient lamping options such as LED. This ceiling fixture is UL and cUL listed for damp and dry listings.",https://2ndave.com/product/36sq-umador-semi-flushmount-177009/,https://2ndave.com/wp-content/uploads/2022/12/177009.jpg,1261
36″W Adelaide Flushmount | 166061,"An appealing transitional styled ceiling fixture for residential, hospitality and commercial applications, the Adelaide features a clean look with a Contrail Mist Idalight shade and complemented with hardware featured in a Brushed Stainless Steel finish. Handcrafted in our Yorkville, NY manufacturing facility, the luminaire uses LED bulbs for energy savings, reduced maintenance, quality light and long lamp life. The dome shaped fixture is available in custom sizes, styles, colors and dimmable energy efficient lamping options. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-adelaide-flushmount-166061/,https://2ndave.com/wp-content/uploads/2022/12/166061.jpg,1261
36″W Aldari 6 LT Chandelier | 143904,"Combining a classic look with industrial styling. Aldari features an Amber 6-light faux candelabra which provides beautiful ambient lighting from within. A sturdy geometric frame is encircled by two rugged decorative rings for a unique look. The hardware is featured in an Antique Copper finish. This fixture is ideal for illuminating foyers, living spaces and a variety of other rooms in residential and commercial settings. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-aldari-6-lt-chandelier-143904/,https://2ndave.com/wp-content/uploads/2022/12/143904.jpg,1261
36″W Aldari 6 LT Chandelier | 175746,"Combining a Grand classic look with industrial styling. The Aldari chandelier features 6 Amber faux candlelights crowned with Cream Linen Shades which provide beautiful ambient lighting from within. A sturdy geometric frame is encircled by two rugged decorative rings for a unique look. The hardware is featured in a Bronze Metallic finish. Ideal for illuminating foyers, living spaces and a variety of other large rooms in residential and commercial settings. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric shades.",https://2ndave.com/product/36w-aldari-6-lt-chandelier-175746/,https://2ndave.com/wp-content/uploads/2022/12/175746.jpg,1261
36″W Alysiales Luxe Semi-Flushmount | 159010,"This stunning ceiling fixture features a Tawnyrock Idalight diffuser for a warm inviting look. The fixture is enhanced with sturdy, detailed hardware and finial featured in a Black Textured finish. The fixture is ideal for hallways, living spaces and other rooms in both residential and commercial environments. The fixture is handcrafted by artisans in the USA. Options include dimmable energy efficient lamping, as well as custom sizes, styles and colors.",https://2ndave.com/product/36w-alysiales-luxe-semi-flushmount-159010/,https://2ndave.com/wp-content/uploads/2022/12/159010.jpg,1261
36″W Amaury 10 LT Chandelier | 152118,"Amaury offers a distinctive look that is rich in styling and artisanship. An Ancanthus leaf crown and finial highlight the decorative spoked ring which is accented with a decorative rope trim. The Coffee Bean finished frame embraces 10 Honey Amber faux candlelights perched on bobeches with extended ballpoint stems. The overall height ranges from 49 to 96 inches as the chain length can be easily adjusted in the field to accommodate your specific lighting application needs. This chandelier and other fixtures are offered in custom sizes, styles and finishes. Handcrafted in our 180,000 square foot manufacturing facility in Yorkville, New York. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-amaury-10-lt-chandelier-152118/,https://2ndave.com/wp-content/uploads/2022/12/152118.jpg,1261
36″W Amaury 10 LT Chandelier | 172362,"Amaury offers a distinctive look that is rich in styling and artisanship. An Ancanthus leaf crown and finial highlight the decorative spoked ring, which is accented with a rope trim. The frame embraces 10 faux Ivory candlelights perched on bobeches with extended ballpoint stems. This chandelier and other fixtures are offered in custom sizes, styles and finishes and with dimmable energy efficient lamping options such as LED. The fixture, which is handcrafted in the USA, is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-amaury-10-lt-chandelier-172362/,https://2ndave.com/wp-content/uploads/2022/12/172362.jpg,1261
36″W Anillo Halo Pendant | 191140,"A modern sophisticated pendant featuring a spectral halo of ambient light that creates a stunning visual effect and breathtaking drama. Eliminating the power cord, our exclusive proprietary suspension system is engineered with low voltage spacecraft cables for balance, precision and a clean aesthetic. This Bronze finished solid ring reveals a Statuario Idalight diffuser. Integral dimmable LEDs deliver energy savings, minimal maintenance and long life. The overall height of this pendant ranges from 4 to 78 inches as the spacecraft cable length can be easily adjusted in the field to accommodate your specific lighting application needs. Custom sizes and finishes are available.",https://2ndave.com/product/36w-anillo-halo-pendant-191140/,https://2ndave.com/wp-content/uploads/2022/12/191140.jpg,1261
36″W Araneta Semi-Flushmount | 167685,"A dramatic centerpiece that will highlight any room, Araneta reveals stunning Travertine Idalight in a dome profile which is enhanced with decorative accents and hardware featured in an Oil Rubbed Bronze finish. Handcrafted in the USA, this ceiling fixture is offered in custom colors, sizes and patterns, and with dimmable LED and lamping options. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-araneta-semi-flushmount-167685/,https://2ndave.com/wp-content/uploads/2022/12/167685.jpg,1261
36″W Arco Pendant | 168533,"Expert craftsmanship and a distinctive elegance come to light with a stunning design that entices all to see. The exquisite Tawnyrock Idalight shade is enhanced with a frame, accents and hardware featured in a Timeless Bronze finish. Dimmable energy efficient lamping includes 8 customer-supplied, 3-watt LED multi-directional downlights that provide functional task illumination and integral LEDs that bring out the beauty of the Idalight. This architectural pendant is custom crafted by skilled artisans in the USA. Custom styles, designs, colors and lamping options are available. The fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-arco-pendant-168533/,https://2ndave.com/wp-content/uploads/2022/12/168533.jpg,1261
36″W Atom Enerjisi 12 LT Chandelier | 139969,"Like a complex gyroscopic structure, Pewter finished metal rings create a unique curvature pattern that evokes the illusion of revolutionary motion like a spinning gimbal rotating on its axis. The orbed frame envelops a smaller frame similar to one that represents atomic energy, which wraps around 12 complementary covered faux candlelights perched on matching bobeches. Custom crafted in our 180,000 square foot manufacturing facility in the USA, this fixture is available in custom colors, designs, and sizes, as well as dimmable energy efficient lamping options. The 36-inch wide fixture is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/36w-atom-enerjisi-12-lt-chandelier-139969/,https://2ndave.com/wp-content/uploads/2022/12/139969.jpg,1261
36″W Bola Pendant | 152587,"A Winter White snowball. A modern Statuario Idlaight globe with soft omnidirectional light is complemented with hardware finished in Black Texture. Neutral coloration will complement any decor, yet stricking enough to create a cool architectural element. Handcrafted in the Yorkville, NY. Custom styles, sizes and colors are available, as well as dimmable energy efficient lamping options. The pendant is UL and cUL listed for dry and damp locations.",https://2ndave.com/product/36w-bola-pendant-152587/,https://2ndave.com/wp-content/uploads/2022/12/152587.jpg,1261
36″W Brio Lantern Pendant | 133638,no description available.,https://2ndave.com/product/36w-brio-lantern-pendant-133638/,https://2ndave.com/wp-content/uploads/2022/12/133638.jpg,1261
36″W Byzantine Flushmount | 137454,"Stylized Byzantine Cross insignias adorn the sturdy border of this classic ceiling fixture. This luxurious shade is handcrafted of Sahara Taupe Idalight, graced and complemented with Brushed Gold finished hardware to blend with nearly any interior decor. The fixture, which illuminates with 4 customer supplied, 26-watt G24q-3 Compact Fluorescent Lamps (CFLs), operates on a 277 Volt system. The fixture is perfect as the centerpiece for living spaces, foyers, conference rooms, lobbies and other spaces. Handmade by highly skilled artisans in the USA. Custom sizes, designs, finishes and dimmable lamping options such as LED are available. The 36-inch wide fixture is UL and CUL listed dry and damp locations.",https://2ndave.com/product/36w-byzantine-flushmount-137454/,https://2ndave.com/wp-content/uploads/2022/12/137454.jpg,1261
36″W Calais 6 LT Chandelier | 136453,"An elegant addition to lobbies, ballroom, entryways and other large spaces. Calais is a dashing chandelier that integrates elegance with refined sophistication. A rugged Mahogany Bronze finished ring embraces six complementary faux candlelights on bobeches which are crowned with Copper colored Textrene shades. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom sizes, shade colors and finishes available. UL and cUL listed for dry and damp locations however we do not recommend installing it in spaces that experience a large amount of moisture due to the fabric shades.",https://2ndave.com/product/36w-calais-6-lt-chandelier-136453/,https://2ndave.com/wp-content/uploads/2022/12/136453.jpg,1261
